hash;ball;egkr;a1;a2;a3;ag;g1;g2;g3;gg;i1;i2;i3;ia;ig;f1;f2;f3;fa;fg;r1;r2;r3;ra;rg;pri;prm;prf;prr
9C034F33774EF944F21108A641EAEF5C;83;45;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;3
5EF0AF578B4F85BA1527899BF4491077;88;45;4;4;4;4;5;4;5;5;4;4;5;5;5;4;4;5;5;4;4;4;4;4;4;5;5;4;4
4C406B43B07D00DE3541DB99A42CB4AB;88;45;3;3;3;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;3;4;4;3;3;3;3
5A3EA0B5682BA6FB0A4DF24DAE76F2A5;83;86;3;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4
B6C15D2B8C641E95A693EA528A867511;70;52;3;3;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
868B2AE982A6C037512F08F0A55E54F4;90;93;3;3;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
742BB883AAAED99F2FC2EFCD2B5A7FF5;90;98;3;3;3;3;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;0;5;3;4
E488058B8D1CC45F95EF54B15535A991;72;55;3;3;3;3;2;3;3;3;2;3;3;4;3;3;2;3;3;3;3;4;4;4;4;0;3;0;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;85;66;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;0;4;3;0
68656A57B33E2C28BDEBE95FFFC98691;88;90;4;4;4;4;4;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;4;3;3;4;0;0;0
5EDB7A31C6457FEAE7D11089A4A63614;78;83;3;2;3;3;3;2;3;3;2;2;3;3;3;3;2;3;3;3;4;3;3;3;3;3;0;0;0
08FA6BF06886C34282906DA55195D797;72;41;3;2;3;3;3;2;3;3;2;2;3;3;3;3;2;3;3;3;4;3;3;3;3;3;0;0;0
336BAE7A2C674362C89C216D5D302442;90;98;4;4;4;4;4;3;4;4;4;3;3;3;3;4;4;4;4;4;3;4;5;4;4;0;0;4;0
EC720630287FFB7D85F953A76D2E1426;70;55;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;5;4;4;3;0;0;0
4300191CC90C63AD12CA24FBC16ABC04;75;38;3;0;3;3;3;2;3;3;3;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;0;0;0
44B4C9FF84F755D51BD256276AB7D5C6;90;97;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;4;3;3;3;0;0;0
9AB3050B5C54742052CEE50D76E629CC;72;48;5;5;4;5;5;4;5;5;3;4;4;4;4;3;3;3;3;3;4;5;5;4;4;0;0;3;0
13B346E97A097938E5603F8BB32794E8;85;69;3;3;3;3;4;3;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;0;4;4;0
0CEBFCAA426E13BA5B4212367AAE1253;95;100;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;0;3;0;0
4544DBC9E20B5B3C3F72853A110F3522;46;48;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;0;3;0;0
0301268CF0A6B8BA88E5C7171A96F2FC;75;83;3;3;3;3;3;3;3;3;2;4;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;0
996EBC2FAC674721583972475D115AC7;100;94;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;0
44B4C9FF84F755D51BD256276AB7D5C6;98;94;2;3;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;0;0
68656A57B33E2C28BDEBE95FFFC98691;98;84;3;3;4;3;4;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0;3;3;0
428BCD9171123736B67456456F48FA19;97;80;4;4;4;4;4;4;5;5;3;5;3;4;5;4;3;4;4;4;4;4;4;4;4;4;4;4;0
24A2D10B7DD15B53927D146ED354F61C;96;95;4;3;3;3;5;3;3;4;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;0;0
E69A1796274073148D1630E90D6C2212;95;80;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;4;4;4;3;4;4;3;4;4;0
BA676E1714C647C9522E9C0AE39527BC;95;88;3;3;4;3;4;4;4;4;3;4;4;3;4;4;3;4;4;4;4;4;4;4;4;0;4;4;0
4C3E97B39151DB2DB2510211636F6EBC;94;88;3;3;4;3;4;3;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;0;0
91BF92D1EA50C7745D1CB6A736B33334;92;86;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
FC4B314D23001DB1C7B5648026727F8E;92;90;4;4;4;4;4;3;4;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;4;3;0
45A95D13329E518874608B37A480E5B2;92;94;4;4;4;4;5;4;4;5;4;4;4;5;4;3;4;4;4;4;4;4;4;4;4;4;5;3;0
A051E69BC308AF984268E2171ECD111E;90;84;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;0
17CCCD6D634B4DED24FAA10E24EBEF73;90;86;4;5;4;4;5;4;4;4;4;5;5;5;5;4;4;5;4;4;5;5;5;5;5;5;5;4;5
FF68F53556A6D14120EA45FD6B237AD9;90;96;5;5;5;5;4;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5
44DC538F0D9B524F2EEDC772EF75F072;90;84;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4
C36307360739CC47A76D1AB1AB57ED28;90;88;4;4;4;4;4;4;5;4;4;5;5;5;5;4;4;5;4;4;4;5;4;4;4;0;4;4;0
A7BAD11ADFAA6B4B3C5342114422CC7B;90;72;4;3;4;4;4;3;5;4;4;4;3;4;4;4;4;4;4;4;4;4;5;4;4;0;4;3;0
3DB10561EB6C816EC708E5A90293D633;90;82;4;4;4;4;4;4;5;4;5;4;4;3;4;4;5;4;4;4;4;4;4;4;4;0;4;4;0
10117753AA4A8A0D25F1A84E7F52B18A;88;72;4;3;4;4;4;4;4;4;5;4;4;5;4;4;5;4;4;4;4;4;5;4;4;5;0;3;0
AEB2DDF35B22E15B7A71A34DB84019A8;88;95;3;3;4;3;3;3;4;4;3;4;3;4;4;3;3;2;3;3;4;4;4;4;4;0;0;3;0
012751A24FCDCAAEB552C24B37A86B4F;88;88;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;5;4;4;4;0;3;0
6270C889C4AE9FEF2F0771E612AF0C5D;86;96;3;4;4;4;4;4;5;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;0;4;3;0
90CE108E8CBD6DB21C428BDE580D2FC0;86;76;4;4;4;4;4;3;4;4;3;4;4;4;4;3;3;4;4;3;5;5;5;5;5;0;4;0;0
3DB10561EB6C816EC708E5A90293D633;86;95;3;2;4;3;3;3;3;3;2;3;4;4;4;3;2;4;3;3;4;3;4;4;4;0;4;3;0
420640F19200B144AD62000E0D697F1A;86;92;4;3;3;3;4;4;3;4;3;4;3;3;3;3;3;4;3;3;4;5;4;4;4;0;3;0;0
EC651B1B323701A741007C559A61279C;86;86;4;3;4;4;4;3;4;4;3;3;4;4;4;3;3;3;3;3;4;4;3;4;4;3;3;0;0
AF2D4B0D3D74445D8D6AAB05C89420E8;86;90;4;3;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4;3;4;4;0
5B260C064A04E381B787C2DF6BAFAEEB;86;64;3;3;3;3;3;4;4;4;3;3;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;3;4
32342A50173B373B19385356C2B2CBB6;86;82;3;4;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;5;0;4
E86C1EC00A2074AAF7D8687822245A7F;86;94;3;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4
4F07A9D3A5E1DAC7C46BA731E42DC6FE;86;84;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;0;4
75FD9849F2FC41DFB9803D789F5E8735;86;90;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;3;3;4
671CF31B67F9BC8B69462CBB365858BB;86;82;3;3;3;3;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;0;5;3;4
44B4C9FF84F755D51BD256276AB7D5C6;84;84;3;3;4;3;3;3;3;3;3;4;4;4;4;3;3;3;4;3;3;3;4;3;3;0;3;0;0
AD6CBA64C5661571D5EE2660C8A48666;84;88;4;3;3;3;4;3;3;3;2;3;4;4;4;3;2;3;3;3;4;3;4;4;4;4;4;3;0
AD6CBA64C5661571D5EE2660C8A48666;84;72;3;4;4;4;4;4;5;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;0;4;3;0
90CE108E8CBD6DB21C428BDE580D2FC0;84;76;3;3;4;3;4;3;3;4;4;4;3;3;3;3;4;3;4;3;3;3;3;3;3;4;4;3;0
420640F19200B144AD62000E0D697F1A;84;92;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;0;0
90CE108E8CBD6DB21C428BDE580D2FC0;84;88;4;3;3;3;4;4;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;0;3;0;0
6270C889C4AE9FEF2F0771E612AF0C5D;84;84;3;3;3;3;4;3;3;4;4;3;3;3;4;3;4;4;3;4;4;4;3;3;4;3;4;4;0
DC8278E9E9ACAC9BC1987B9B813DC9E8;84;88;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;4;3;3;4;3;3;3;0;0
5C84FF6AF3FAD1DD2970E19DF1184F7A;84;46;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0;3;0;0
5C0B683F108EE6E38B1910208125B140;84;97;4;3;4;4;4;3;4;4;3;4;3;3;4;3;3;3;3;3;4;4;4;4;4;3;3;0;0
8805F5F1EB2E5160E74C235C67C79F4E;84;78;4;3;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4;3;4;4;0
CBC69353467335FF323CCAD405C6DED0;84;74;3;3;4;3;4;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0;3;3;0
7C794C596ADB0DCA703D3CCC65244B96;84;74;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;0;0
28FD2BF23EECB0BB18E702FBA294061A;82;80;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;4;3;4;4;4;4;3;0
EC651B1B323701A741007C559A61279C;82;74;3;2;4;3;3;3;3;3;2;3;4;4;4;3;2;4;3;3;4;3;4;4;4;0;4;3;0
7E3E46AF2CB61454D6CC3317990C88C7;82;84;4;3;4;4;4;4;4;4;3;5;5;5;5;3;3;4;3;3;4;4;4;4;4;0;4;3;0
8BA56059C02D8A8251CB78920C926F73;82;70;4;3;4;4;4;4;4;4;4;5;3;4;4;3;4;4;3;4;4;3;4;4;4;3;4;4;0
DE481E0B8D04AF6B4AEEFB8D67871F64;82;76;3;3;3;3;3;2;3;3;3;4;3;4;4;3;3;4;3;3;3;4;3;3;3;0;3;3;3
42A275ABFD28D810925FFCDAE3787FEA;82;78;4;4;4;4;4;4;5;4;5;4;4;3;4;4;5;4;4;4;4;4;4;4;4;0;4;4;0
1E37C31A122CFC4BB19BCB8001C8B564;82;86;4;3;4;4;4;4;5;4;3;4;4;4;4;3;3;4;4;3;4;4;4;4;4;4;0;3;0
BEAFAC5D037949837052D594D08743BC;82;52;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
E7C706403A74973FCF89DD87D1BE4C46;82;82;4;3;3;3;5;3;3;4;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;0;0
5C0B683F108EE6E38B1910208125B140;82;74;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;0;3;0;0
8CA6DFB6FA9FADF0E4C879098561FC11;82;76;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;4;3;4;4;3;3;0;0
15F65430B6E415EE1E5D85EBFF1D6BB1;80;72;3;3;3;3;3;4;4;4;3;3;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;3;4
EB7E290DD6713398DCBCC546DB25D593;80;72;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4
35654FE8DDA85E711F14AAE2E03FDDCB;80;52;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;0;4
3DB10561EB6C816EC708E5A90293D633;80;76;4;4;4;4;5;4;5;5;4;4;4;5;5;3;4;4;4;4;4;4;4;4;4;5;5;3;4
6270C889C4AE9FEF2F0771E612AF0C5D;80;80;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;0;3
0FA8B81E7322C58CF09C2AB270E11E1F;80;88;3;3;3;3;2;3;3;3;2;3;3;4;3;3;2;3;3;3;3;4;4;4;4;0;3;0;0
B017B23CAAA8D8FD4462DCDB5982EED0;80;84;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;5;4;4;4;4;5;4;4;0;3;3;0
FC4B314D23001DB1C7B5648026727F8E;80;78;3;3;3;3;3;3;3;3;2;4;3;3;4;3;2;4;3;3;3;4;4;4;4;4;0;3;0
8A87B3B6430B7EC36BC38584F7BE482A;80;72;3;3;3;3;3;3;3;3;2;4;3;3;4;3;2;4;3;3;3;4;4;4;4;4;0;3;0
3DB10561EB6C816EC708E5A90293D633;80;82;4;4;4;4;4;3;4;4;4;3;3;3;3;4;4;4;4;4;3;4;5;4;4;0;0;4;0
A39D45563E21C41FF8A0DA170C5B2F31;80;58;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;0;3;0
8BA56059C02D8A8251CB78920C926F73;80;74;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;0;3;0
60AAE0649A7FA0C29391C9B9DE766C1E;80;76;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
E7C706403A74973FCF89DD87D1BE4C46;80;70;3;3;4;3;4;4;4;4;3;4;4;3;4;4;3;4;4;4;4;4;4;4;4;0;4;4;0
382E4509A810CB3C3E959617F865FE47;80;64;3;3;3;3;4;4;4;4;3;4;3;4;4;3;3;3;3;3;4;4;4;4;4;4;4;3;0
AFC459AFC9D5FA9B7E3ED5CE1293E33F;80;78;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
A02F4F2E25660202C9F1B157CFCADD30;80;52;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;4;3;0;0
DF84E26B48E865B04AC6F3656F599063;80;84;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;0;0
4C3E97B39151DB2DB2510211636F6EBC;80;64;3;3;3;3;4;4;3;4;3;3;3;3;4;3;3;4;3;3;4;3;4;4;4;3;3;0;0
4B0D7D0EE4D8D28F8F464393E16A64CA;78;82;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;0;0
A02F4F2E25660202C9F1B157CFCADD30;78;78;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0;3;0;0
F8107AC8E33F569C8089CBB6B4BD7044;78;82;3;3;4;3;4;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0;3;3;0
90CE108E8CBD6DB21C428BDE580D2FC0;78;76;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;3;3;4
73FEAD7CBD6424BAB813F88DCB0AAA9D;78;78;3;3;3;3;3;3;3;3;2;4;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;0
419D28404A6B4DDDDB40789CEDF6EB13;78;76;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0
0B6A0EA5045D41353A06783FB5A6ABCE;78;64;3;3;3;3;4;3;4;4;3;4;4;4;4;3;3;4;3;3;5;5;4;5;5;4;5;3;4
C815C337A9C0215D4E78953A6A710F7E;78;58;3;3;3;3;4;3;4;4;3;4;4;4;4;3;3;4;3;3;5;5;4;5;5;4;5;3;4
9AF44499D8C7F31C38F6437A483D801F;78;64;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;4;3;3;4;0;3;0
233E247BA89DA6833B3EE58ECFB1EF7E;78;70;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;0;0
F0CC80C6D6973E51C20CA98426B65137;78;58;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;4;3;4;4;3;3;0;0
8A87B3B6430B7EC36BC38584F7BE482A;78;74;3;4;4;4;4;4;5;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;0;4;3;0
DF84E26B48E865B04AC6F3656F599063;78;72;4;4;4;4;5;4;4;4;3;4;4;4;4;3;3;3;3;3;4;3;3;3;3;4;4;3;0
5C0B683F108EE6E38B1910208125B140;78;76;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;0;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;78;74;3;3;3;3;4;3;3;3;3;4;4;3;4;4;3;3;4;3;5;4;5;5;5;4;4;4;5
5F2B6C307E1327D4CDD6133A464A316A;78;78;4;4;4;4;4;4;5;4;5;4;5;5;5;4;5;5;4;5;4;4;5;4;4;0;0;4;0
E86C1EC00A2074AAF7D8687822245A7F;78;74;3;3;4;3;3;3;4;4;3;4;3;4;4;3;3;2;3;3;4;4;4;4;4;0;0;3;0
6F2072FA25A3E733B47409062F870F84;78;74;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;4;3;3;3;0;0;0
1E37C31A122CFC4BB19BCB8001C8B564;78;78;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;3;3;0
3AC59F74D58D8341791FEC7128B0D014;78;64;4;4;4;4;5;4;4;4;3;4;4;4;4;3;3;3;3;3;4;3;3;3;3;4;4;3;0
0007A3A8BC0768AFF2604FCFAEA4FC18;78;72;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;4;3;0;0
E7C706403A74973FCF89DD87D1BE4C46;76;52;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;0;0
939D12A9353FAE5927450D0260201118;76;64;3;3;3;3;4;3;3;4;4;3;3;3;4;3;4;4;3;4;4;4;3;3;4;3;4;4;0
AEB2DDF35B22E15B7A71A34DB84019A8;76;70;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;4;3;3;4;3;3;3;0;0
0246F8F82B6D001BA0EF8DB77C71CF5D;76;78;3;3;3;3;4;4;3;4;3;3;3;3;4;3;3;4;3;3;4;3;4;4;4;3;3;0;0
AEB2DDF35B22E15B7A71A34DB84019A8;76;72;4;5;4;4;5;4;4;4;4;5;5;5;5;4;4;5;4;4;5;5;5;5;5;5;5;4;5
2DFF42071CAA0ED086F5AD71769093A9;76;72;3;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4
90CE108E8CBD6DB21C428BDE580D2FC0;76;70;3;2;3;3;5;4;5;5;3;3;4;3;3;4;3;4;3;4;4;4;4;4;4;4;5;3;4
5BBC8F912FAC443BD874B031AF92A5B4;76;52;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;0;3;0;0
319894204D69FCAB55F369C5EBEF42EC;76;70;4;3;4;4;4;3;3;3;3;4;3;3;4;3;3;4;4;3;4;4;4;4;4;0;4;0;0
1A9A4577E80CE75AABAD215E1A2E593C;76;74;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;3;3;0
DF84E26B48E865B04AC6F3656F599063;74;70;2;3;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;0;0
28FD2BF23EECB0BB18E702FBA294061A;74;78;3;3;4;3;4;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0;3;3;0
FE8740C26C80FA5364CB2E0C4DE5C06B;74;82;3;3;3;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;3;4;4;3;3;3;3
5EDB7A31C6457FEAE7D11089A4A63614;74;46;4;3;4;4;4;3;3;3;4;4;5;4;4;4;4;4;4;4;4;3;4;4;4;0;3;3;0
8D9718DDD51724482EC89027A003D4C6;74;74;4;3;3;3;5;3;3;4;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;0;0
07CFC920D7969F4BCFB2E90D31AA9EA3;74;86;4;3;3;3;4;3;3;3;2;3;3;2;3;3;2;4;3;3;4;4;4;4;4;3;3;0;0
F9D0EA1EEDD7CC24561216FD6F220415;74;78;4;3;4;4;4;3;3;3;3;4;3;3;4;3;3;4;4;3;4;4;4;4;4;0;4;0;0
F0E509866F6112BB12A8918FA2DD6B14;74;64;3;2;4;3;3;3;3;3;2;3;4;4;4;3;2;4;3;3;4;3;4;4;4;0;4;3;0
3AC59F74D58D8341791FEC7128B0D014;74;78;3;3;3;3;4;4;3;4;2;3;3;3;3;3;2;4;3;3;3;3;4;4;3;3;3;0;0
EC651B1B323701A741007C559A61279C;74;80;3;3;3;3;3;3;3;3;2;4;3;3;4;3;2;4;3;3;3;4;4;4;4;4;0;3;0
44B4C9FF84F755D51BD256276AB7D5C6;74;74;3;3;4;3;3;3;4;4;3;4;3;4;4;3;3;2;3;3;4;4;4;4;4;0;0;3;0
76F3B65EF85F986F25CE33A6B38931AB;74;72;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;4;3;3;3;0;0;0
26B7DA40F7875ACF13BFAB646269821E;74;58;3;3;3;3;4;3;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;0;4;4;0
28FD2BF23EECB0BB18E702FBA294061A;74;74;4;4;4;4;5;4;4;4;3;4;4;4;4;3;3;3;3;3;4;3;3;3;3;4;4;3;0
61D05A64128A0DEF9C39940BC78BC044;74;40;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;0;0
B017B23CAAA8D8FD4462DCDB5982EED0;72;40;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;0;0
89D93B1FFA6B2D17D049D4E46ED57F41;72;70;3;3;3;3;3;2;3;3;3;4;3;4;4;3;3;4;3;3;3;4;3;3;3;0;3;3;3
5EDB7A31C6457FEAE7D11089A4A63614;72;52;3;2;3;3;3;2;3;3;2;2;3;3;3;3;2;3;3;3;4;3;3;3;3;3;0;0;0
DC662ADDC9CA0DF832A0DD2A2012AB52;72;74;3;3;3;3;4;4;4;4;3;4;3;4;4;3;3;3;3;3;4;4;4;4;4;4;4;3;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;72;64;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
3DB10561EB6C816EC708E5A90293D633;72;52;4;4;4;4;4;4;5;4;5;4;4;3;4;4;5;4;4;4;4;4;4;4;4;0;4;4;0
A67683E18AD724DD656DB833C0DF5016;72;34;4;4;4;4;4;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;4;3;3;4;0;0;0
A02F4F2E25660202C9F1B157CFCADD30;72;64;3;2;2;3;3;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0
24463282143D80B1D98FDD5663EEEDCD;72;74;3;3;3;3;3;3;3;3;2;4;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;0
C88E2FD326D3BBE6729083539F0A9833;72;52;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;0;0
E7C706403A74973FCF89DD87D1BE4C46;72;64;4;3;4;4;4;4;4;4;4;5;3;4;4;3;4;4;3;4;4;3;4;4;4;3;4;4;0
90CE108E8CBD6DB21C428BDE580D2FC0;72;70;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;4;3;3;4;3;3;3;0;0
556FC4F2EA179AAB1F030CBD8A0C4289;70;40;3;3;3;3;4;3;4;4;3;4;4;4;4;3;3;4;3;3;5;5;4;5;5;4;5;3;4
A02F4F2E25660202C9F1B157CFCADD30;70;34;4;3;3;3;3;3;3;3;4;4;4;4;4;3;4;3;4;4;4;4;5;4;4;0;3;0;0
AEB2DDF35B22E15B7A71A34DB84019A8;70;52;5;4;4;4;4;3;3;3;4;5;4;5;4;4;4;3;4;4;4;4;4;4;4;0;4;0;0
ED45E362353946461C716D6D76D24451;70;74;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;0;3;0
373FE59B2769D0972F9F683DB1508F1C;70;76;3;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;4;3;4;3;4;4;4;0;3;3;0
331AFEAB2DAF12DD9392941FDE4E512D;70;46;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0
DC8278E9E9ACAC9BC1987B9B813DC9E8;70;46;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;4;3;4;4;4;0;3;0;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;70;27;3;3;3;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;3;4;4;3;3;3;3
44B4C9FF84F755D51BD256276AB7D5C6;70;64;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;0;3;0
CEB289DC1F24DBD05E82C92AFEEC5901;70;58;3;3;4;3;3;3;4;3;3;4;3;3;3;4;3;4;3;4;3;3;4;3;3;3;3;4;0
E7C706403A74973FCF89DD87D1BE4C46;70;58;4;3;3;3;4;4;3;4;3;4;3;3;3;3;3;4;3;3;4;5;4;4;4;0;3;0;0
3AC59F74D58D8341791FEC7128B0D014;70;58;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;3;3;0
9C034F33774EF944F21108A641EAEF5C;64;72;2;3;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;0;0
E86C1EC00A2074AAF7D8687822245A7F;64;64;3;3;3;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;3;4;4;0;3;3;4
45C6E1978981524E82DFB5FFCCE6EE5C;64;52;3;3;3;3;3;3;4;3;3;4;4;4;4;3;3;3;3;3;3;4;4;3;4;0;0;0;0
46BD64E5452A065A7D608B5C7593FA8A;64;52;3;3;3;3;4;3;4;4;3;4;4;4;4;3;3;4;3;3;5;5;4;5;5;4;5;3;4
