hash;ball;egkr;a1;a2;a3;ag;g1;g2;g3;gg;i1;i2;i3;ia;ig;f1;f2;f3;fa;fg;r1;r2;r3;ra;rg;pri;prm;prf;prr
72B9E3626BCD2EAB4FC82F2FEB7118F2;98;86;3;3;3;3;3;3;4;3;3;4;4;4;4;3;3;3;3;3;3;4;4;3;4;0;0;0;0
868B2AE982A6C037512F08F0A55E54F4;83;41;3;3;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;0;0;0;0
5EF0AF578B4F85BA1527899BF4491077;88;79;3;0;3;3;3;2;3;3;3;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;0;0;0
B6C15D2B8C641E95A693EA528A867511;64;31;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;4;3;3;4;0;3;0
CED22778BA2D72B9FCB56FA646509249;83;72;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;5;4;4;4;0;3;0
E488058B8D1CC45F95EF54B15535A991;83;48;4;3;3;3;4;3;3;3;2;3;3;2;3;3;2;4;3;3;4;4;4;4;4;3;3;0;0
1E37C31A122CFC4BB19BCB8001C8B564;93;72;3;4;4;4;4;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;0
B59AC84DF9E5291449717F352A478062;85;41;3;4;4;4;4;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;0
9AF44499D8C7F31C38F6437A483D801F;93;79;3;3;3;3;4;3;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;0;4;4;0
CA1C2FD1EA5D0547A7D3E105FCB3BF94;88;55;3;3;3;3;4;3;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;0;4;4;0
7C794C596ADB0DCA703D3CCC65244B96;88;52;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;3;0
4C3E97B39151DB2DB2510211636F6EBC;88;55;3;4;4;4;4;4;5;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;0;4;3;0
2DFF42071CAA0ED086F5AD71769093A9;80;59;3;3;3;3;4;4;4;4;3;4;3;4;4;3;3;3;3;3;4;4;4;4;4;4;4;3;0
A9AEC8E8DEA00390857098942DB82AE7;83;31;3;3;3;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
16655B0AD46437B239A3AD52EA7120EA;83;55;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;5;4;4;4;4;3;0
B017B23CAAA8D8FD4462DCDB5982EED0;90;59;3;3;4;3;4;3;3;3;4;4;3;3;4;3;4;3;3;3;4;4;3;4;4;0;3;4;0
996EBC2FAC674721583972475D115AC7;93;79;4;4;4;4;5;4;4;5;4;4;4;5;4;3;4;4;4;4;4;4;4;4;4;4;5;3;0
42A275ABFD28D810925FFCDAE3787FEA;85;34;4;4;4;4;5;4;4;5;4;4;4;5;4;3;4;4;4;4;4;4;4;4;4;4;5;3;0
16E409D8ED4FAAE022D6249BE60A063D;90;79;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;4;3;3;4;3;3;3;0;0
8CA6DFB6FA9FADF0E4C879098561FC11;80;59;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;4;5;4;4;5;4;4;0
61D05A64128A0DEF9C39940BC78BC044;56;17;4;3;4;4;4;3;4;4;3;4;3;3;4;3;3;3;3;3;4;4;4;4;4;3;3;0;0
868B2AE982A6C037512F08F0A55E54F4;85;45;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;4;3;3;3;0;0;0
72B9E3626BCD2EAB4FC82F2FEB7118F2;78;38;4;4;4;4;4;3;3;3;3;4;4;3;4;4;3;4;3;4;5;5;4;5;5;4;4;0;0
08ED3A20E6C0AD48A2AA68CBEFD8A44F;70;48;4;4;4;4;4;3;4;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;4;3;0
22B7E68627564AADCD0AEFD458746009;85;66;4;3;4;4;4;4;4;4;4;5;3;4;4;3;4;4;3;4;4;3;4;4;4;3;4;4;0
3AC59F74D58D8341791FEC7128B0D014;78;59;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;3
AD6CBA64C5661571D5EE2660C8A48666;80;38;3;4;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;5;0;4
B59AC84DF9E5291449717F352A478062;85;48;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4
8805F5F1EB2E5160E74C235C67C79F4E;85;62;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4
86D180BBC4CC7645E2B34B9AA05FAB20;98;69;3;2;3;3;5;4;5;5;3;3;4;3;3;4;3;4;3;4;4;4;4;4;4;4;5;3;4
C7B2B64498071BE8E36C1DCBA46B0079;98;72;3;3;4;3;3;3;3;3;3;4;4;4;4;3;3;3;4;3;3;3;4;3;3;0;3;0;0
364E27C286041E6BAE72E16EB57A4C47;93;59;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;5;4;4;0;4;0;0
EC720630287FFB7D85F953A76D2E1426;78;59;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;0;4;3;0
EC720630287FFB7D85F953A76D2E1426;83;38;4;4;4;4;4;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;4;3;3;4;0;0;0
B6CB54691E28B7CDF448048D08A0C2B3;83;31;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;4;4;4;3;3;4;3;4;0;0;3;0
5EDB7A31C6457FEAE7D11089A4A63614;75;28;3;0;3;3;3;2;3;3;3;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;0;0;0
4998952FBC9E38245593BAA55B259DF9;67;31;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;5;0;5;4;0
7C794C596ADB0DCA703D3CCC65244B96;62;38;4;4;4;4;3;3;4;3;3;4;4;4;4;3;3;3;3;3;4;5;5;5;5;4;4;0;0
90CE108E8CBD6DB21C428BDE580D2FC0;64;38;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;3;3;0;0
E7C706403A74973FCF89DD87D1BE4C46;75;48;5;4;5;5;4;4;5;5;4;4;5;5;5;4;4;4;4;4;5;4;5;5;5;5;5;4;0
218A214638283F63C257882BD45F5B8A;80;28;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;4;4;4;3;4;4;3;4;4;0
DFCDB7B557342B392F2F97D4AD35785B;78;31;4;3;3;3;4;3;3;3;2;3;4;4;4;3;2;3;3;3;4;3;4;4;4;4;4;3;0
E890B25B944B585AC9BC6C1F27F47826;85;24;4;4;3;4;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;3;0
F29E6921CFF58C57263C53B32E34C325;59;48;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;3;0
24463282143D80B1D98FDD5663EEEDCD;64;31;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;3;0
2A01D60457E9194575E61C2921DF1BA4;59;48;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;0
073F7A62C1527F67A975422B78CBB04D;56;48;3;3;4;3;4;3;3;4;4;4;3;3;3;3;4;3;4;3;3;3;3;3;3;4;4;3;0
4544DBC9E20B5B3C3F72853A110F3522;75;38;3;3;4;3;4;3;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;0;0
B8114FC2E99BEFC53679028B4A9714F3;59;17;3;3;4;3;4;3;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;0;0
90CE108E8CBD6DB21C428BDE580D2FC0;83;52;3;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;4;3;4;3;4;4;4;0;3;3;0
91BF92D1EA50C7745D1CB6A736B33334;80;73;4;4;4;4;4;3;4;4;3;4;4;4;4;3;3;4;4;3;5;5;5;5;5;0;4;0;0
E3779052D1D4F7D791F7D6DC54A58771;90;38;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;4;3;4;4;4;4;3;0
EA8E0BA8B9221964A9EB530A38A7F8C2;83;48;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0
A02F4F2E25660202C9F1B157CFCADD30;51;48;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;3;3;0;0
EC720630287FFB7D85F953A76D2E1426;93;100;4;3;4;4;4;4;4;4;3;5;5;5;5;3;3;4;3;3;4;4;4;4;4;0;4;3;0
2623016DB9B8B3994F574BBAEDA5FC2F;88;41;3;3;4;3;4;4;3;4;4;3;3;3;3;3;4;3;3;3;3;3;4;4;3;4;4;3;0
5C0B683F108EE6E38B1910208125B140;72;7;4;3;4;4;4;4;4;4;4;5;3;4;4;3;4;4;3;4;4;3;4;4;4;3;4;4;0
A02F4F2E25660202C9F1B157CFCADD30;64;21;4;4;4;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;5;4;4;4;4;5;4;3;0
17B834605356776D98DEB5FC66DD32D2;85;90;3;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;4;3;4;3;4;4;4;0;3;3;0
C61B640C7DF503E34874CE343944F2C1;83;55;3;3;3;3;4;4;3;4;2;3;3;3;3;3;2;4;3;3;3;3;4;4;3;3;3;0;0
E890B25B944B585AC9BC6C1F27F47826;88;28;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;0;3
0D03730A001707C801B2921DCDEE3B14;72;31;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;0;4;3;0
90CE108E8CBD6DB21C428BDE580D2FC0;83;48;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;4;3;3;4;0;3;0
D9B3D0D16855DC63C3B16D7E89397108;83;31;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;5;4;4;4;0;3;0
4C406B43B07D00DE3541DB99A42CB4AB;95;38;4;4;4;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;5;4;4;4;4;5;4;3;0
E86C1EC00A2074AAF7D8687822245A7F;85;45;3;3;3;3;3;3;3;3;2;4;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;0
DB823C4B282A766E5731B822559A711C;56;21;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;0;3;4;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;27;14;4;3;3;3;4;4;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;0;3;0;0
E488058B8D1CC45F95EF54B15535A991;62;59;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0
86312DE05296F851114C4C6797B12C24;75;38;3;3;4;3;4;3;3;3;4;4;3;3;4;3;4;3;3;3;4;4;3;4;4;0;3;4;0
EB7E290DD6713398DCBCC546DB25D593;88;69;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;3;3;0
4300191CC90C63AD12CA24FBC16ABC04;75;52;3;3;3;3;4;4;3;4;2;3;3;3;3;3;2;4;3;3;3;3;4;4;3;3;3;0;0
EB7E290DD6713398DCBCC546DB25D593;78;28;3;3;3;3;3;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;0
4F74132CCB92FB5717786CE305CD90BA;67;28;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;4;3;4;4;4;0;3;0;0
294875C7A59C61021C6F6A80808D2E26;72;38;3;3;3;3;4;3;3;3;3;4;4;3;4;4;3;3;4;3;5;4;5;5;5;4;4;4;5
19B7D13A32ABE32DA4DB93C5BC91EE30;72;52;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;0;3
1E37C31A122CFC4BB19BCB8001C8B564;72;69;4;4;4;4;5;4;5;5;3;5;5;5;5;4;3;4;4;4;4;4;4;4;4;5;5;3;4
35654FE8DDA85E711F14AAE2E03FDDCB;83;52;4;4;4;4;5;4;5;5;3;5;5;5;5;4;3;4;4;4;4;4;4;4;4;5;5;3;4
4F74132CCB92FB5717786CE305CD90BA;48;21;4;4;4;4;4;4;5;4;4;5;5;5;5;4;4;5;4;4;4;5;4;4;4;0;4;4;0
9C034F33774EF944F21108A641EAEF5C;59;14;4;3;4;4;4;3;5;4;4;4;3;4;4;4;4;4;4;4;4;4;5;4;4;0;4;3;0
E69A1796274073148D1630E90D6C2212;75;41;4;4;4;4;5;4;4;4;4;4;4;5;4;4;4;5;4;4;3;4;4;4;4;0;4;3;0
90CE108E8CBD6DB21C428BDE580D2FC0;85;48;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;4;5;0;5;4;0
6270C889C4AE9FEF2F0771E612AF0C5D;78;41;4;4;4;4;4;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;4;3;3;4;0;0;0
31FED228410EE82A759170AEE7D5727A;64;59;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;4;4;4;3;3;4;3;4;0;0;3;0
C7B2B64498071BE8E36C1DCBA46B0079;64;28;4;4;4;4;4;3;4;4;4;3;3;3;3;4;4;4;4;4;3;4;5;4;4;0;0;4;0
5302FF8B15BA98396CB7FC4B3CAEC184;75;52;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;0;4;0;0
F0E509866F6112BB12A8918FA2DD6B14;78;41;4;3;3;3;4;3;3;3;2;3;3;2;3;3;2;4;3;3;4;4;4;4;4;3;3;0;0
44B4C9FF84F755D51BD256276AB7D5C6;54;17;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;5;0;5;4;0
C815C337A9C0215D4E78953A6A710F7E;59;41;3;3;4;3;3;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;5;4;4;0;4;3;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;80;55;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5;5;4;5;5;4;5;4;0
9AF44499D8C7F31C38F6437A483D801F;59;41;4;4;3;4;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;3;0
F06A1E69C22CB14382BEE4729EBEBCDA;70;10;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;4;3;4;4;3;3;0;0
90CE108E8CBD6DB21C428BDE580D2FC0;83;45;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;0
CED22778BA2D72B9FCB56FA646509249;83;78;3;3;3;3;3;4;3;4;3;4;3;3;3;2;3;3;3;3;4;4;3;4;4;3;4;0;0
E7C706403A74973FCF89DD87D1BE4C46;72;55;5;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;5;4;5;5;5;5;5;4;5;4;0
E890B25B944B585AC9BC6C1F27F47826;83;59;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;0;3;0;0
19B7D13A32ABE32DA4DB93C5BC91EE30;78;38;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;0;3;4;0
86D180BBC4CC7645E2B34B9AA05FAB20;72;38;4;3;3;3;4;4;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;0;3;0;0
F25EDCC0DD8F5A2FB2CDA5EC9EED3FA3;70;45;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;5;4;4;4;4;3;0
4544DBC9E20B5B3C3F72853A110F3522;70;70;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0
EB7E290DD6713398DCBCC546DB25D593;72;90;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;0;0
61D05A64128A0DEF9C39940BC78BC044;78;48;3;3;3;3;3;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;0
012751A24FCDCAAEB552C24B37A86B4F;75;52;3;3;3;3;4;3;4;4;3;5;4;4;5;4;3;3;4;3;4;4;4;4;4;4;5;3;3
25A968CC3ED41E129A6174B8FB71819C;70;41;3;3;3;3;4;3;3;3;3;4;4;3;4;4;3;3;4;3;5;4;5;5;5;4;4;4;5
233E247BA89DA6833B3EE58ECFB1EF7E;93;83;3;3;3;3;4;3;3;3;3;4;4;3;4;4;3;3;4;3;5;4;5;5;5;4;4;4;5
F0E509866F6112BB12A8918FA2DD6B14;98;86;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;4;4;4;3;4;0;4
012751A24FCDCAAEB552C24B37A86B4F;83;41;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;4;5;0;5
10117753AA4A8A0D25F1A84E7F52B18A;75;69;4;4;5;5;5;4;5;5;4;5;4;4;4;4;4;5;4;4;4;4;4;4;4;5;5;4;4
90CE108E8CBD6DB21C428BDE580D2FC0;88;79;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;3;3;4
9E4A4A2F773CA0F2BA71196CCB028EE1;80;80;3;3;3;3;3;2;3;3;3;4;3;4;4;3;3;4;3;3;3;4;3;3;3;0;3;3;3
430F179432FF828DA5570D7B0BB24203;78;66;4;4;4;4;4;4;5;4;5;4;4;3;4;4;5;4;4;4;4;4;4;4;4;0;4;4;0
44B4C9FF84F755D51BD256276AB7D5C6;85;69;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;5;4;4;4;4;5;4;4;0;3;3;0
4998952FBC9E38245593BAA55B259DF9;78;52;4;3;4;4;4;4;4;4;5;4;4;5;4;4;5;4;4;4;4;4;5;4;4;5;0;3;0
44B4C9FF84F755D51BD256276AB7D5C6;85;93;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;5;4;4;3;0;0;0
6621D929C5FC577B766FA41F27649A6F;100;90;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;0;3;0
A02F4F2E25660202C9F1B157CFCADD30;72;55;3;4;4;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;3;0
68656A57B33E2C28BDEBE95FFFC98691;93;93;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;3;3;0;0
19B7D13A32ABE32DA4DB93C5BC91EE30;85;41;4;3;3;4;4;3;4;4;2;4;3;3;4;3;2;4;3;3;5;4;4;4;4;4;3;0;0
EC720630287FFB7D85F953A76D2E1426;85;72;3;3;4;3;3;3;4;3;3;4;3;3;3;4;3;4;3;4;3;3;4;3;3;3;3;4;0
E894A190E351D6F0BC546C7933A893C4;75;28;3;3;4;3;3;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;5;4;4;0;4;3;0
B44F81D5C74C4A7FBB8F04AA11C1F22D;98;72;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;4;4;3;4;4;3;3;0;0
420640F19200B144AD62000E0D697F1A;83;66;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;4;3;4;4;4;4;3;0
275A229EFEFC975791414C02D2212657;88;66;4;3;3;3;4;4;3;4;3;4;3;3;3;3;3;4;3;3;4;5;4;4;4;0;3;0;0
B1FDD7F6DC1BADC8604AB5172ED3956A;95;93;4;3;4;4;4;4;4;4;3;5;5;5;5;3;3;4;3;3;4;4;4;4;4;0;4;3;0
5302FF8B15BA98396CB7FC4B3CAEC184;83;55;3;3;4;3;4;4;3;4;4;3;3;3;3;3;4;3;3;3;3;3;4;4;3;4;4;3;0
90CE108E8CBD6DB21C428BDE580D2FC0;90;62;3;3;3;3;3;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;0
13B346E97A097938E5603F8BB32794E8;93;90;3;3;3;3;4;3;3;4;4;3;3;3;4;3;4;4;3;4;4;4;3;3;4;3;4;4;0
5B260C064A04E381B787C2DF6BAFAEEB;72;28;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;4;3;4;4;4;0;3;0;0
9F9C7C5F8E417A13522DC63CE78AD8A4;85;72;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;0
EC720630287FFB7D85F953A76D2E1426;83;45;3;3;3;3;3;4;4;4;3;3;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;3;4
0246F8F82B6D001BA0EF8DB77C71CF5D;93;90;5;5;5;5;4;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5
F06A1E69C22CB14382BEE4729EBEBCDA;95;62;3;3;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
F0E509866F6112BB12A8918FA2DD6B14;64;76;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;5;4;4;0;4;0;0
868B2AE982A6C037512F08F0A55E54F4;80;66;4;3;4;4;4;3;3;3;4;4;5;4;4;4;4;4;4;4;4;3;4;4;4;0;3;3;0
2A01D60457E9194575E61C2921DF1BA4;85;69;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;5;4;4;4;0;4;0
CEB289DC1F24DBD05E82C92AFEEC5901;59;45;5;4;5;5;4;4;4;4;4;5;5;5;5;4;4;4;4;4;4;4;5;4;4;0;0;3;0
5C0B683F108EE6E38B1910208125B140;80;52;3;3;3;3;3;3;4;3;3;4;4;4;4;3;3;3;3;3;3;4;4;3;4;0;0;0;0
DF84E26B48E865B04AC6F3656F599063;75;34;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;4;3;3;4;0;3;0
35654FE8DDA85E711F14AAE2E03FDDCB;72;59;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;0;0
E488058B8D1CC45F95EF54B15535A991;75;28;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;3;0
4F74132CCB92FB5717786CE305CD90BA;80;62;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;0;3;0;0
DB823C4B282A766E5731B822559A711C;75;62;4;4;4;4;5;4;5;5;4;4;5;5;5;4;4;5;5;4;4;4;4;4;4;5;5;4;4
EC720630287FFB7D85F953A76D2E1426;78;52;4;4;5;5;5;4;5;5;4;5;4;4;4;4;4;5;4;4;4;4;4;4;4;5;5;4;4
5EF0AF578B4F85BA1527899BF4491077;85;90;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;0;4
5C75173B1F198F5740F914B9C3739F62;67;41;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;3;3;4
B035B2B717C121E477630EE26DC8DFF9;59;38;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;5;4;4;4;4;5;4;4;0;3;3;0
C335FC281DB358D1AEDBE0F213A4FDE9;56;41;5;4;5;5;4;4;4;4;4;5;5;5;5;4;4;4;4;4;4;4;5;4;4;0;0;3;0
41EDFBC0904F18A4A5BF80267B6F62B5;85;41;3;3;3;3;3;3;4;3;3;4;4;4;4;3;3;3;3;3;3;4;4;3;4;0;0;0;0
A02F4F2E25660202C9F1B157CFCADD30;83;72;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;5;4;4;3;0;0;0
C815C337A9C0215D4E78953A6A710F7E;67;38;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
4F74132CCB92FB5717786CE305CD90BA;46;38;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;3;0
EC651B1B323701A741007C559A61279C;40;3;4;3;3;4;4;3;4;4;2;4;3;3;4;3;2;4;3;3;5;4;4;4;4;4;3;0;0
F25EDCC0DD8F5A2FB2CDA5EC9EED3FA3;62;28;3;3;4;3;3;3;4;3;3;4;3;3;3;4;3;4;3;4;3;3;4;3;3;3;3;4;0
61D05A64128A0DEF9C39940BC78BC044;48;7;4;4;3;4;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;3;0
25A968CC3ED41E129A6174B8FB71819C;83;48;4;3;4;4;4;3;3;3;3;4;3;3;4;3;3;4;4;3;4;4;4;4;4;0;4;0;0
5EF0AF578B4F85BA1527899BF4491077;64;28;3;3;3;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;0;3;0;0
9C034F33774EF944F21108A641EAEF5C;59;31;3;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;4;3;4;3;4;4;4;0;3;3;0
E890B25B944B585AC9BC6C1F27F47826;75;59;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;0;3;0;0
E894A190E351D6F0BC546C7933A893C4;72;31;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;0;0
DC24DF67CD1838467A61795EA7C83DD8;85;52;3;3;4;3;4;3;3;3;4;4;3;3;4;3;4;3;3;3;4;4;3;4;4;0;3;4;0
EB7E290DD6713398DCBCC546DB25D593;90;98;3;2;4;3;3;3;3;3;2;3;4;4;4;3;2;4;3;3;4;3;4;4;4;0;4;3;0
2A01D60457E9194575E61C2921DF1BA4;88;48;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;3;3;0;0
EA8E0BA8B9221964A9EB530A38A7F8C2;80;48;3;3;3;3;4;4;3;4;2;3;3;3;3;3;2;4;3;3;3;3;4;4;3;3;3;0;0
234E40A76B5739373A71D2AC2407A98B;95;83;3;3;3;3;4;4;3;4;3;3;3;3;4;3;3;4;3;3;4;3;4;4;4;3;3;0;0
671CF31B67F9BC8B69462CBB365858BB;62;28;3;3;3;3;4;4;3;4;3;3;3;3;4;3;3;4;3;3;4;3;4;4;4;3;3;0;0
35654FE8DDA85E711F14AAE2E03FDDCB;62;21;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;0
5EF0AF578B4F85BA1527899BF4491077;75;31;4;3;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4;3;4;4;0
91D5B675ACAFBE70EC4D7135F2080071;75;59;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;3
E488058B8D1CC45F95EF54B15535A991;64;28;4;4;4;4;5;4;4;4;4;4;4;5;4;4;4;5;4;4;3;4;4;4;4;0;4;3;0
218A214638283F63C257882BD45F5B8A;80;72;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;0;0
25A968CC3ED41E129A6174B8FB71819C;98;72;4;3;3;3;4;3;3;3;2;3;4;4;4;3;2;3;3;3;4;3;4;4;4;4;4;3;0
EA4BE46BA97B9636CE2F961ACCFEBE16;93;66;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;3;3;0;0
